Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
90	17	0	1.27232382	0	0	0	0	0	5e-06	0	0	0	0	3
91	17	0	1.28646076	0	0	0	0	0	5e-06	0	0	0	0	3
92	18	0	1.30059769	0	0	0	0	0	5e-06	0	0	0	0	3
93	18	0	1.31473462	0	0	0	0	0	5e-06	0	0	0	0	3
94	18	0	1.32887155	0	0	0	0	0	5e-06	0	0	0	0	3
95	18	0	1.34300848	0	0	0	0	0	5e-06	0	0	0	0	3
96	18	0	1.35714541	0	0	0	0	0	5e-06	0	0	0	0	3
97	19	0	1.37128234	0	0	0	0	0	5e-06	0	0	0	0	3
98	19	0	1.38541928	0	0	0	0	0	5e-06	0	0	0	0	3
99	19	0	1.39955621	0	0	0	0	0	5e-06	0	0	0	0	3
100	19	0	1.41369314	0	0	0	0	0	5e-06	0	0	0	0	3
101	20	0	1.42783007	0	0	0	0	0	5e-06	0	0	0	0	3
102	20	0	1.441967	0	0	0	0	0	5e-06	0	0	0	0	3
103	20	0	1.45610393	0	0	0	0	0	5e-06	0	0	0	0	3
104	20	0	1.47024086	0	0	0	0	0	5e-06	0	0	0	0	3
105	20	0	1.4843778	0	0	0	0	0	5e-06	0	0	0	0	3
106	20	0	1.49851473	0	0	0	0	0	5e-06	0	0	0	0	3
107	21	0	1.51265166	0	0	0	0	0	5e-06	0	0	0	0	3
108	21	0	1.52678859	0	0	0	0	0	5e-06	0	0	0	0	3
109	21	0	1.54092552	0	0	0	0	0	5e-06	0	0	0	0	3
110	21	0	1.55506245	0	0	0	0	0	5e-06	0	0	0	0	3
111	21	0	1.56919938	0	0	0	0	0	5e-06	0	0	0	0	3
112	22	0	1.58333631	0	0	0	0	0	5e-06	0	0	0	0	3
113	22	0	1.59747325	0	0	0	0	0	5e-06	0	0	0	0	3
114	22	0	1.61161018	0	0	0	0	0	5e-06	0	0	0	0	3
115	22	0	1.62574711	0	0	0	0	0	5e-06	0	0	0	0	3
116	22	0	1.63988404	0	0	0	0	0	5e-06	0	0	0	0	3
117	22	0	1.65402097	0	0	0	0	0	5e-06	0	0	0	0	3
118	23	0	1.6681579	0	0	0	0	0	5e-06	0	0	0	0	3
119	23	0	1.68229483	0	0	0	0	0	5e-06	0	0	0	0	3
